0.000000000000000e+000,0.000000e+000
9.999999717180685e-010,2.329450e-007
1.999999943436137e-009,4.696646e-007
1.599999954748910e-008,3.967350e-006
3.199999909497819e-008,8.400384e-006
5.759776428010249e-008,1.594098e-005
8.501888236639241e-008,2.370624e-005
1.125236170951973e-007,2.993807e-005
1.421968674831797e-007,3.391063e-005
2.339944187759371e-007,3.490684e-005
6.290299593817056e-007,3.356281e-005
8.780826797741018e-007,3.387540e-005
1.321524596345928e-006,3.519132e-005
1.796558739637001e-006,3.796331e-005
2.293432270758684e-006,4.305688e-005
2.858357574717863e-006,5.259997e-005
3.582798267254732e-006,7.203239e-005
4.475979340036165e-006,1.097799e-004
5.616667984382245e-006,1.853351e-004
7.039043862041687e-006,3.326513e-004
8.857146826176097e-006,6.262679e-004
1.115780904046078e-005,1.204758e-003
1.412626822332868e-005,2.365033e-003
1.796036060731906e-005,4.650276e-003
2.243053677525073e-005,8.598155e-003
2.754948675499169e-005,1.521463e-002
3.464503797536440e-005,2.881844e-002
4.623130785662421e-005,6.106874e-002
6.008358127559141e-005,1.147856e-001
7.739555001337012e-005,2.017863e-001
9.737270147805091e-005,3.191007e-001
1.128545110074190e-004,4.161511e-001
1.211678566977303e-004,4.680080e-001
1.309500136109649e-004,5.257835e-001
1.416826109727307e-004,5.831475e-001
1.539039963207731e-004,6.362839e-001
1.737148618102579e-004,6.938834e-001
1.926010105737828e-004,7.129420e-001
2.118561433768738e-004,6.894547e-001
2.303432805231627e-004,6.231024e-001
2.540169685875591e-004,4.829314e-001
2.777063649250642e-004,2.936255e-001
3.027375655874112e-004,5.383088e-002
3.261997080218975e-004,-1.898191e-001
3.500747590365415e-004,-4.367534e-001
3.742275541601624e-004,-6.711533e-001
3.847844142176476e-004,-7.636098e-001
3.930973116459372e-004,-8.279197e-001
4.034119913543309e-004,-8.983203e-001
4.127609962654849e-004,-9.520929e-001
4.254958721671270e-004,-1.005892e+000
4.461232400557427e-004,-1.051073e+000
4.696359882196317e-004,-1.042585e+000
4.934799564271883e-004,-9.625804e-001
5.225142321583873e-004,-7.812834e-001
5.488120905910878e-004,-5.545723e-001
5.725458618218028e-004,-3.102979e-001
5.960396545475960e-004,-5.076855e-002
6.193268366547279e-004,2.040076e-001
6.428233059782472e-004,4.446867e-001
6.558796410878307e-004,5.653801e-001
6.643970039186220e-004,6.352226e-001
6.729368267505584e-004,6.971409e-001
6.827466042553849e-004,7.579759e-001
6.953106535710924e-004,8.172067e-001
7.156666706165847e-004,8.716514e-001
7.391836685972010e-004,8.745524e-001
7.632221976854666e-004,8.082378e-001
7.876657518954847e-004,6.729061e-001
8.121129679748949e-004,4.803105e-001
8.356435384313332e-004,2.546097e-001
8.592179256215240e-004,5.944402e-003
8.835741214729924e-004,-2.543146e-001
9.068165335274812e-004,-4.902650e-001
9.222465836726746e-004,-6.330101e-001
9.309023160203795e-004,-7.041994e-001
9.404608078160254e-004,-7.730536e-001
9.519867030873460e-004,-8.436781e-001
9.639127832345736e-004,-8.990199e-001
9.832529661447651e-004,-9.499021e-001
1.006581580172260e-003,-9.534897e-001
1.030545713610050e-003,-8.870220e-001
1.058067158539665e-003,-7.311104e-001
1.083768104681865e-003,-5.227745e-001
1.107468979252272e-003,-2.883674e-001
1.131212083311584e-003,-3.170239e-002
1.156806613837892e-003,2.463973e-001
1.180163605186165e-003,4.869131e-001
1.191992445700277e-003,5.979436e-001
1.200775646360483e-003,6.717589e-001
1.210252368361088e-003,7.422476e-001
1.222070981201271e-003,8.173584e-001
1.233887890356592e-003,8.748775e-001
1.253053868369723e-003,9.295745e-001
1.276366366481282e-003,9.383762e-001
1.300354626945357e-003,8.774999e-001
1.327180408335192e-003,7.330772e-001
1.350734364702314e-003,5.492209e-001
1.374292812497199e-003,3.226775e-001
1.398274649744397e-003,6.811604e-002
1.421503680023327e-003,-1.831122e-001
