1.00000000000000e+001,-5.91124772558670e+001,1.77062422814319e+002
1.00230523807790e+001,-5.90724772908706e+001,1.77055646408771e+002
1.00461579027840e+001,-5.90324773262646e+001,1.77048854350020e+002
1.00693166885180e+001,-5.89924773620531e+001,1.77042046601762e+002
1.00925288607668e+001,-5.89524773982400e+001,1.77035223127605e+002
1.01157945425990e+001,-5.89124774348293e+001,1.77028383891075e+002
1.01391138573668e+001,-5.88724774718250e+001,1.77021528855609e+002
1.01624869287070e+001,-5.88324775092312e+001,1.77014657984559e+002
1.01859138805412e+001,-5.87924775470520e+001,1.77007771241194e+002
1.02093948370768e+001,-5.87524775852916e+001,1.77000868588692e+002
1.02329299228075e+001,-5.87124776239541e+001,1.76993949990149e+002
1.02565192625141e+001,-5.86724776630439e+001,1.76987015408570e+002
1.02801629812647e+001,-5.86324777025651e+001,1.76980064806876e+002
1.03038612044162e+001,-5.85924777425220e+001,1.76973098147901e+002
1.03276140576140e+001,-5.85524777829191e+001,1.76966115394390e+002
1.03514216667934e+001,-5.85124778237607e+001,1.76959116509002e+002
1.03752841581801e+001,-5.84724778650513e+001,1.76952101454307e+002
1.03992016582906e+001,-5.84324779067954e+001,1.76945070192787e+002
1.04231742939330e+001,-5.83924779489974e+001,1.76938022686838e+002
1.04472021922080e+001,-5.83524779916620e+001,1.76930958898765e+002
1.04712854805090e+001,-5.83124780347937e+001,1.76923878790786e+002
1.04954242865232e+001,-5.82724780783972e+001,1.76916782325029e+002
1.05196187382322e+001,-5.82324781224773e+001,1.76909669463535e+002
1.05438689639126e+001,-5.81924781670386e+001,1.76902540168253e+002
1.05681750921366e+001,-5.81524782120860e+001,1.76895394401044e+002
1.05925372517729e+001,-5.81124782576243e+001,1.76888232123680e+002
1.06169555719872e+001,-5.80724783036583e+001,1.76881053297842e+002
1.06414301822431e+001,-5.80324783501931e+001,1.76873857885121e+002
1.06659612123026e+001,-5.79924783972335e+001,1.76866645847018e+002
